Request_ID,Request_Timestamp,Request_Time,Day_Of_Week,Pickup_Area,Traffic_Level,Drivers_Available,Ride_Type,Weather,Wait_Time_Minutes
R041733,2025-07-09 04:33:00,04:33,Wednesday,City_Center,Low,13.0,Standard,Rainy,15.0
R041734,2025-06-23 07:36:00,07:36,Monday,Residential,High,3.0,Standard,Clear,24.0
R041735,2025-05-15 13:31:00,13:31,Thursday,Residential,Medium,15.0,Shared,Clear,11.0
R041736,2025-05-15 17:35:00,17:35,Thursday,Industrial,High,10.0,Shared,Rainy,26.0
R041737,2025-05-09 19:15:00,19:15,Friday,Residential,High,16.0,Standard,Clear,18.0
R041738,2025-07-15 04:09:00,04:09,Tuesday,University,Low,5.0,Premium,Clear,20.0
R041739,2025-07-10 08:55:00,08:55,Thursday,Industrial,High,13.0,Premium,Clear,24.0
R041740,2025-07-27 17:45:00,17:45,Sunday,City_Center,High,18.0,Standard,Clear,19.0
R041741,2025-05-21 21:15:00,21:15,Wednesday,University,Medium,14.0,Shared,Clear,13.0
R041742,2025-05-09 22:26:00,22:26,Friday,City_Center,Low,15.0,Standard,Clear,8.0
R041743,2025-07-05 11:41:00,11:41,Saturday,Industrial,Medium,11.0,Standard,Rainy,19.0
R041744,2025-07-10 01:37:00,01:37,Thursday,City_Center,Low,15.0,Standard,Clear,12.0
R041745,2025-05-02 03:35:00,03:35,Friday,Suburb,Low,3.0,Premium,Rainy,23.0
R041746,2025-06-25 03:05:00,03:05,Wednesday,Industrial,Low,2.0,Standard,Clear,17.0
R041747,2025-05-12 15:21:00,15:21,Monday,Industrial,Medium,11.0,Premium,Clear,13.0
R041748,2025-06-25 21:08:00,21:08,Wednesday,Suburb,Medium,18.0,Standard,Rainy,14.0
R041749,2025-07-18 17:07:00,17:07,Friday,Airport,High,21.0,Standard,Clear,18.0
R041750,2025-06-20 04:38:00,04:38,Friday,Mall,Low,6.0,Standard,Clear,14.0
R041751,2025-07-09 04:11:00,04:11,Wednesday,City_Center,Low,12.0,Shared,Clear,15.0
R041752,2025-06-28 11:11:00,11:11,Saturday,Suburb,Medium,12.0,Standard,Rainy,22.0
R041753,2025-07-10 06:48:00,06:48,Thursday,University,Medium,13.0,Premium,Clear,13.0
R041754,2025-05-11 21:18:00,21:18,Sunday,City_Center,Medium,22.0,Shared,Rainy,13.0
R041755,2025-05-03 10:12:00,10:12,Saturday,Suburb,Medium,9.0,Standard,Clear,16.0
R041756,2025-06-03 09:43:00,09:43,Tuesday,Industrial,High,4.0,Standard,Clear,23.0
R041757,2025-07-24 03:26:00,03:26,Thursday,City_Center,Low,16.0,Standard,Rainy,14.0
R041758,2025-05-19 05:25:00,05:25,Monday,Mall,Low,6.0,Shared,Clear,12.0
R041759,2025-05-07 17:26:00,17:26,Wednesday,Industrial,High,8.0,Standard,Clear,20.0
R041760,2025-05-11 19:06:00,19:06,Sunday,City_Center,High,29.0,Standard,Clear,17.0
R041761,2025-07-02 10:09:00,10:09,Wednesday,City_Center,Medium,22.0,Standard,Rainy,12.0
R041762,2025-07-06 11:09:00,11:09,Sunday,Mall,Medium,9.0,Standard,Clear,17.0
R041763,2025-06-25 22:28:00,22:28,Wednesday,Mall,Low,11.0,Premium,Rainy,13.0
R041764,2025-06-12 10:28:00,10:28,Thursday,Residential,Medium,4.0,Shared,Clear,16.0
R041765,2025-06-25 15:59:00,15:59,Wednesday,Suburb,Medium,16.0,Standard,Rainy,15.0
R041766,2025-06-14 22:25:00,22:25,Saturday,Industrial,Low,14.0,Standard,Clear,10.0
R041767,2025-06-29 02:38:00,02:38,Sunday,Industrial,Low,5.0,Standard,Clear,22.0
R041768,2025-06-02 01:30:00,01:30,Monday,Suburb,Low,7.0,Standard,Clear,17.0
R041769,2025-05-28 13:47:00,13:47,Wednesday,City_Center,Medium,19.0,Shared,Rainy,15.0
R041770,2025-06-26 10:15:00,10:15,Thursday,Residential,Medium,10.0,Standard,Clear,14.0
R041771,2025-06-21 05:11:00,05:11,Saturday,Suburb,Low,4.0,Standard,Rainy,21.0
R041772,2025-05-04 02:31:00,02:31,Sunday,City_Center,Low,10.0,Premium,Rainy,17.0
R041773,2025-05-17 11:56:00,11:56,Saturday,Suburb,Medium,7.0,Standard,Clear,13.0
R041774,2025-06-04 14:24:00,14:24,Wednesday,City_Center,Medium,18.0,Standard,Clear,12.0
R041775,2025-06-11 05:09:00,05:09,Wednesday,Residential,Low,6.0,Standard,Clear,17.0
R041776,2025-06-29 22:57:00,22:57,Sunday,Airport,Low,15.0,Standard,Clear,12.0
R041777,2025-05-26 14:48:00,14:48,Monday,Industrial,Medium,13.0,Standard,Clear,11.0
R041778,2025-06-17 03:07:00,03:07,Tuesday,Residential,Low,3.0,Standard,Clear,18.0
R041779,2025-07-03 20:38:00,20:38,Thursday,Residential,Medium,20.0,Premium,Clear,14.0
R041780,2025-05-17 16:17:00,16:17,Saturday,Airport,High,26.0,Standard,Clear,21.0
R041781,2025-07-11 16:12:00,16:12,Friday,Mall,High,18.0,Premium,Clear,20.0
R041782,2025-07-12 07:48:00,07:48,Saturday,Suburb,High,21.0,Standard,Stormy,28.0
R041783,2025-05-07 05:06:00,05:06,Wednesday,Residential,Low,8.0,Shared,Clear,11.0
R041784,2025-07-04 16:09:00,16:09,Friday,Industrial,High,12.0,Standard,Clear,25.0
R041785,2025-06-21 10:23:00,10:23,Saturday,City_Center,Medium,14.0,Standard,Clear,13.0
R041786,2025-06-10 04:19:00,04:19,Tuesday,Residential,Low,7.0,Standard,Clear,14.0
R041787,2025-05-16 13:41:00,13:41,Friday,Residential,Medium,11.0,Standard,Clear,17.0
R041788,2025-07-05 20:16:00,20:16,Saturday,Airport,Medium,12.0,Standard,Clear,18.0
R041789,2025-07-11 07:40:00,07:40,Friday,Industrial,High,12.0,Standard,Clear,20.0
R041790,2025-07-25 16:29:00,16:29,Friday,Residential,High,8.0,Standard,Clear,19.0
R041791,2025-06-25 00:54:00,00:54,Wednesday,Suburb,Low,8.0,Standard,Clear,17.0
R041792,2025-05-27 00:14:00,00:14,Tuesday,Mall,Low,13.0,Premium,Clear,9.0
R041793,2025-05-18 06:30:00,06:30,Sunday,Mall,Medium,12.0,Standard,Clear,12.0
R041794,2025-07-02 19:32:00,19:32,Wednesday,City_Center,High,24.0,Standard,Clear,11.0
R041795,2025-07-19 10:17:00,10:17,Saturday,Suburb,Medium,15.0,Standard,Rainy,20.0
R041796,2025-05-26 22:45:00,22:45,Monday,City_Center,Low,13.0,Standard,Rainy,12.0
R041797,2025-05-22 11:58:00,11:58,Thursday,Airport,Medium,25.0,Standard,Clear,12.0
R041798,2025-06-27 20:48:00,20:48,Friday,Suburb,Medium,15.0,Standard,Clear,15.0
R041799,2025-05-01 11:38:00,11:38,Thursday,City_Center,Medium,20.0,Standard,Clear,16.0
R041800,2025-06-15 22:53:00,22:53,Sunday,Industrial,Low,5.0,Standard,Rainy,20.0
R041801,2025-07-25 04:14:00,04:14,Friday,City_Center,Low,14.0,Shared,Clear,16.0
R041802,2025-05-27 12:10:00,12:10,Tuesday,Suburb,Medium,10.0,Standard,Clear,15.0
R041803,2025-06-13 19:25:00,19:25,Friday,University,High,12.0,Standard,Clear,16.0
R041804,2025-06-02 22:57:00,22:57,Monday,Suburb,Low,10.0,Standard,Rainy,16.0
R041805,2025-07-22 05:15:00,05:15,Tuesday,University,Low,6.0,Standard,Clear,17.0
R041806,2025-06-02 14:01:00,14:01,Monday,Mall,Medium,21.0,Standard,Clear,10.0
R041807,2025-06-23 03:25:00,03:25,Monday,Industrial,Low,4.0,Shared,Clear,20.0
R041808,2025-05-25 16:20:00,16:20,Sunday,Suburb,High,13.0,Standard,Clear,22.0
R041809,2025-05-06 14:13:00,14:13,Tuesday,City_Center,Medium,22.0,Premium,Clear,12.0
R041810,2025-06-17 22:07:00,22:07,Tuesday,Residential,Low,12.0,Standard,Clear,12.0
R041811,2025-06-29 23:40:00,23:40,Sunday,City_Center,Low,20.0,Premium,Rainy,13.0
R041812,2025-07-01 14:27:00,14:27,Tuesday,City_Center,Medium,15.0,Standard,Rainy,21.0
R041813,2025-05-15 04:28:00,04:28,Thursday,Industrial,Low,2.0,Shared,Clear,19.0
R041814,2025-07-15 09:34:00,09:34,Tuesday,Airport,High,18.0,Premium,Clear,14.0
R041815,2025-06-28 08:18:00,08:18,Saturday,City_Center,High,24.0,Standard,Clear,14.0
R041816,2025-06-07 23:19:00,23:19,Saturday,City_Center,Low,24.0,Shared,Rainy,12.0
R041817,2025-05-15 01:19:00,01:19,Thursday,University,Low,12.0,Standard,Clear,12.0
R041818,2025-05-31 06:09:00,06:09,Saturday,Mall,Medium,11.0,Standard,Clear,13.0
R041819,2025-07-04 07:20:00,07:20,Friday,City_Center,High,13.0,Premium,Rainy,21.0
R041820,2025-05-20 03:06:00,03:06,Tuesday,City_Center,Low,12.0,Standard,Clear,11.0
R041821,2025-05-29 00:30:00,00:30,Thursday,Residential,Low,7.0,Premium,Clear,14.0
R041822,2025-07-14 00:44:00,00:44,Monday,Residential,Low,4.0,Standard,Clear,17.0
R041823,2025-07-12 11:25:00,11:25,Saturday,University,Medium,15.0,Premium,Clear,11.0
R041824,2025-05-16 20:36:00,20:36,Friday,Mall,Medium,16.0,Premium,Clear,14.0
R041825,2025-07-19 23:22:00,23:22,Saturday,Residential,Low,11.0,Standard,Stormy,18.0
R041826,2025-06-02 19:01:00,19:01,Monday,City_Center,High,24.0,Standard,Clear,15.0
R041827,2025-06-24 15:13:00,15:13,Tuesday,Suburb,Medium,8.0,Standard,Clear,20.0
R041828,2025-05-19 16:55:00,16:55,Monday,Industrial,High,12.0,Premium,Rainy,24.0
R041829,2025-07-28 13:52:00,13:52,Monday,City_Center,Medium,9.0,Standard,Clear,14.0
R041830,2025-06-19 18:46:00,18:46,Thursday,Residential,High,9.0,Shared,Clear,20.0
R041831,2025-06-03 10:45:00,10:45,Tuesday,Mall,Medium,14.0,Standard,Rainy,17.0
R041832,2025-07-03 02:35:00,02:35,Thursday,City_Center,Low,18.0,Shared,Clear,12.0
R041833,2025-05-24 03:14:00,03:14,Saturday,Residential,Low,3.0,Standard,Clear,24.0
R041834,2025-06-01 19:33:00,19:33,Sunday,City_Center,High,17.0,Standard,Clear,19.0
R041835,2025-05-03 03:53:00,03:53,Saturday,Residential,Low,6.0,Standard,Clear,16.0
R041836,2025-05-13 12:10:00,12:10,Tuesday,City_Center,Medium,22.0,Standard,Clear,11.0
R041837,2025-07-26 04:00:00,04:00,Saturday,Mall,Low,9.0,Standard,Clear,18.0
R041838,2025-05-12 06:28:00,06:28,Monday,Airport,Medium,11.0,Standard,Clear,14.0
R041839,2025-07-01 03:42:00,03:42,Tuesday,City_Center,Low,17.0,Standard,Clear,12.0
R041840,2025-06-14 22:18:00,22:18,Saturday,Suburb,Low,13.0,Standard,Stormy,24.0
R041841,2025-05-24 12:31:00,12:31,Saturday,Residential,Medium,9.0,Standard,Rainy,17.0
R041842,2025-05-24 20:56:00,20:56,Saturday,Airport,Medium,11.0,Premium,Rainy,15.0
R041843,2025-07-20 03:01:00,03:01,Sunday,Airport,Low,10.0,Standard,Clear,13.0
R041844,2025-05-15 07:41:00,07:41,Thursday,Residential,High,9.0,Premium,Clear,18.0
R041845,2025-06-19 14:56:00,14:56,Thursday,University,Medium,12.0,Premium,Clear,10.0
R041846,2025-07-27 23:34:00,23:34,Sunday,Mall,Low,9.0,Standard,Stormy,23.0
R041847,2025-07-27 08:45:00,08:45,Sunday,City_Center,High,13.0,Shared,Rainy,20.0
R041848,2025-07-06 15:38:00,15:38,Sunday,Suburb,Medium,9.0,Premium,Rainy,21.0
R041849,2025-06-14 11:15:00,11:15,Saturday,Mall,Medium,10.0,Standard,Clear,15.0
R041850,2025-07-04 13:50:00,13:50,Friday,City_Center,Medium,12.0,Standard,Stormy,19.0
R041851,2025-05-20 03:44:00,03:44,Tuesday,Mall,Low,8.0,Premium,Rainy,22.0
R041852,2025-05-21 03:38:00,03:38,Wednesday,City_Center,Low,9.0,Standard,Rainy,19.0
R041853,2025-05-12 22:36:00,22:36,Monday,City_Center,Low,21.0,Standard,Clear,10.0
R041854,2025-07-24 05:38:00,05:38,Thursday,Suburb,Low,3.0,Standard,Clear,19.0
R041855,2025-07-22 19:23:00,19:23,Tuesday,Mall,High,11.0,Premium,Clear,19.0
R041856,2025-05-19 17:54:00,17:54,Monday,Airport,High,20.0,Standard,Clear,20.0
R041857,2025-05-02 01:08:00,01:08,Friday,City_Center,Low,11.0,Shared,Rainy,13.0
R041858,2025-06-02 15:40:00,15:40,Monday,Residential,Medium,15.0,Standard,Rainy,16.0
R041859,2025-06-06 10:55:00,10:55,Friday,Airport,Medium,12.0,Premium,Rainy,18.0
R041860,2025-05-10 19:44:00,19:44,Saturday,Suburb,High,18.0,Standard,Clear,22.0
R041861,2025-06-01 12:55:00,12:55,Sunday,City_Center,Medium,20.0,Standard,Clear,10.0
R041862,2025-07-20 05:49:00,05:49,Sunday,Mall,Low,4.0,Standard,Stormy,18.0
R041863,2025-05-30 05:48:00,05:48,Friday,Industrial,Low,1.0,Standard,Clear,23.0
R041864,2025-05-14 21:09:00,21:09,Wednesday,Suburb,Medium,11.0,Standard,Clear,12.0
R041865,2025-05-05 16:13:00,16:13,Monday,City_Center,High,22.0,Standard,Clear,15.0
R041866,2025-06-05 14:35:00,14:35,Thursday,City_Center,Medium,26.0,Standard,Rainy,13.0
R041867,2025-07-16 04:27:00,04:27,Wednesday,Residential,Low,11.0,Standard,Clear,17.0
R041868,2025-06-27 13:12:00,13:12,Friday,Mall,Medium,16.0,Standard,Rainy,13.0
R041869,2025-07-19 04:01:00,04:01,Saturday,Suburb,Low,9.0,Standard,Clear,15.0
R041870,2025-05-13 13:23:00,13:23,Tuesday,City_Center,Medium,23.0,Standard,Clear,11.0
R041871,2025-07-27 06:01:00,06:01,Sunday,University,Medium,6.0,Standard,Clear,14.0
R041872,2025-05-18 23:07:00,23:07,Sunday,Mall,Low,5.0,Premium,Clear,16.0
R041873,2025-05-08 07:02:00,07:02,Thursday,Industrial,High,6.0,Standard,Stormy,30.0
R041874,2025-07-08 08:45:00,08:45,Tuesday,Suburb,High,8.0,Standard,Clear,26.0
R041875,2025-06-17 15:49:00,15:49,Tuesday,City_Center,Medium,17.0,Premium,Rainy,18.0
R041876,2025-07-17 22:02:00,22:02,Thursday,Residential,Low,11.0,Standard,Clear,14.0
R041877,2025-05-03 23:41:00,23:41,Saturday,University,Low,12.0,Standard,Clear,11.0
R041878,2025-07-09 15:42:00,15:42,Wednesday,City_Center,Medium,21.0,Standard,Rainy,14.0
R041879,2025-05-17 07:37:00,07:37,Saturday,Suburb,High,10.0,Standard,Clear,23.0
R041880,2025-06-20 19:33:00,19:33,Friday,City_Center,High,21.0,Premium,Clear,21.0
R041881,2025-06-26 11:57:00,11:57,Thursday,Suburb,Medium,13.0,Standard,Clear,12.0
R041882,2025-06-12 19:55:00,19:55,Thursday,Mall,High,16.0,Standard,Clear,20.0
R041883,2025-06-11 22:13:00,22:13,Wednesday,Airport,Low,24.0,Standard,Rainy,12.0
R041884,2025-05-29 11:50:00,11:50,Thursday,City_Center,Medium,19.0,Premium,Clear,7.0
R041885,2025-07-25 01:56:00,01:56,Friday,Industrial,Low,0.0,Standard,Rainy,27.0
R041886,2025-06-24 22:21:00,22:21,Tuesday,Residential,Low,14.0,Shared,Clear,11.0
R041887,2025-07-09 08:08:00,08:08,Wednesday,City_Center,High,24.0,Shared,Clear,22.0
R041888,2025-06-12 05:16:00,05:16,Thursday,Residential,Low,7.0,Standard,Clear,17.0
R041889,2025-06-29 16:18:00,16:18,Sunday,Residential,High,13.0,Standard,Rainy,20.0
R041890,2025-06-10 14:58:00,14:58,Tuesday,Industrial,Medium,11.0,Standard,Stormy,20.0
R041891,2025-06-18 12:38:00,12:38,Wednesday,City_Center,Medium,26.0,Standard,Clear,9.0
R041892,2025-07-17 22:34:00,22:34,Thursday,Airport,Low,18.0,Premium,Clear,10.0
R041893,2025-07-23 17:29:00,17:29,Wednesday,Airport,High,15.0,Standard,Clear,19.0
R041894,2025-05-27 06:40:00,06:40,Tuesday,Suburb,Medium,15.0,Standard,Clear,17.0
R041895,2025-05-03 08:27:00,08:27,Saturday,City_Center,High,18.0,Premium,Rainy,16.0
R041896,2025-07-20 18:37:00,18:37,Sunday,Residential,High,15.0,Standard,Clear,18.0
R041897,2025-07-07 04:22:00,04:22,Monday,City_Center,Low,10.0,Standard,Rainy,15.0
R041898,2025-06-11 07:51:00,07:51,Wednesday,Suburb,High,9.0,Standard,Clear,21.0
R041899,2025-07-16 10:12:00,10:12,Wednesday,Suburb,Medium,10.0,Standard,Clear,19.0
R041900,2025-06-23 17:48:00,17:48,Monday,City_Center,High,19.0,Standard,Clear,18.0
R041901,2025-05-01 08:22:00,08:22,Thursday,Suburb,High,12.0,Standard,Clear,17.0
R041902,2025-05-21 12:50:00,12:50,Wednesday,Industrial,Medium,17.0,Standard,Rainy,15.0
R041903,2025-07-06 08:16:00,08:16,Sunday,Airport,High,16.0,Standard,Clear,21.0
R041904,2025-06-16 13:42:00,13:42,Monday,Mall,Medium,14.0,Standard,Clear,14.0
R041905,2025-07-28 21:56:00,21:56,Monday,Mall,Medium,19.0,Standard,Clear,15.0
R041906,2025-06-28 10:09:00,10:09,Saturday,City_Center,Medium,13.0,Standard,Clear,19.0
R041907,2025-05-01 18:54:00,18:54,Thursday,Suburb,High,13.0,Standard,Rainy,27.0
R041908,2025-05-14 23:01:00,23:01,Wednesday,City_Center,Low,24.0,Standard,Clear,9.0
R041909,2025-06-09 21:55:00,21:55,Monday,Residential,Medium,10.0,Standard,Rainy,16.0
R041910,2025-07-06 19:03:00,19:03,Sunday,City_Center,High,16.0,Shared,Clear,22.0
R041911,2025-05-09 16:42:00,16:42,Friday,Mall,High,12.0,Standard,Clear,15.0
R041912,2025-07-08 07:41:00,07:41,Tuesday,Mall,High,13.0,Standard,Rainy,25.0
R041913,2025-05-25 12:42:00,12:42,Sunday,Suburb,Medium,13.0,Standard,Clear,15.0
R041914,2025-07-03 12:07:00,12:07,Thursday,Mall,Medium,17.0,Standard,Rainy,14.0
R041915,2025-06-29 09:30:00,09:30,Sunday,Airport,High,12.0,Premium,Clear,18.0
R041916,2025-06-02 13:06:00,13:06,Monday,City_Center,Medium,19.0,Standard,Clear,12.0
R041917,2025-05-05 14:24:00,14:24,Monday,Residential,Medium,20.0,Standard,Rainy,13.0
R041918,2025-07-15 23:50:00,23:50,Tuesday,University,Low,14.0,Standard,Clear,9.0
R041919,2025-06-21 15:47:00,15:47,Saturday,City_Center,Medium,20.0,Standard,Rainy,15.0
R041920,2025-07-14 10:43:00,10:43,Monday,City_Center,Medium,18.0,Standard,Rainy,11.0
R041921,2025-06-02 10:40:00,10:40,Monday,City_Center,Medium,16.0,Standard,Rainy,18.0
R041922,2025-05-16 17:07:00,17:07,Friday,City_Center,High,17.0,Standard,Rainy,18.0
R041923,2025-05-03 18:59:00,18:59,Saturday,Industrial,High,12.0,Standard,Rainy,21.0
R041924,2025-05-05 19:55:00,19:55,Monday,City_Center,High,19.0,Standard,Clear,19.0
R041925,2025-07-01 01:45:00,01:45,Tuesday,Mall,Low,5.0,Standard,Clear,14.0
R041926,2025-05-19 01:15:00,01:15,Monday,Industrial,Low,4.0,Premium,Rainy,19.0
R041927,2025-05-11 07:32:00,07:32,Sunday,City_Center,High,26.0,Standard,Clear,17.0
R041928,2025-07-24 10:29:00,10:29,Thursday,Mall,Medium,16.0,Premium,Rainy,18.0
R041929,2025-07-12 14:39:00,14:39,Saturday,Mall,Medium,12.0,Standard,Rainy,17.0
R041930,2025-05-18 03:20:00,03:20,Sunday,Residential,Low,6.0,Standard,Clear,19.0
R041931,2025-05-12 12:24:00,12:24,Monday,City_Center,Medium,15.0,Standard,Clear,16.0
R041932,2025-06-12 04:27:00,04:27,Thursday,Mall,Low,10.0,Standard,Rainy,17.0
R041933,2025-07-26 02:05:00,02:05,Saturday,Airport,Low,5.0,Standard,Clear,17.0
R041934,2025-06-19 16:33:00,16:33,Thursday,City_Center,High,20.0,Standard,Clear,15.0
R041935,2025-06-09 10:47:00,10:47,Monday,Airport,Medium,13.0,Standard,Clear,13.0
R041936,2025-07-16 20:48:00,20:48,Wednesday,Suburb,Medium,15.0,Standard,Clear,16.0
R041937,2025-06-04 07:37:00,07:37,Wednesday,University,High,5.0,Standard,Clear,21.0
R041938,2025-06-26 06:11:00,06:11,Thursday,Residential,Medium,16.0,Standard,Clear,12.0
R041939,2025-06-25 11:07:00,11:07,Wednesday,University,Medium,9.0,Premium,Clear,18.0
R041940,2025-05-28 16:36:00,16:36,Wednesday,City_Center,High,17.0,Standard,Clear,17.0
R041941,2025-07-01 14:28:00,14:28,Tuesday,Mall,Medium,18.0,Standard,Clear,12.0
R041942,2025-07-26 18:34:00,18:34,Saturday,Suburb,High,11.0,Standard,Rainy,25.0
R041943,2025-05-15 06:42:00,06:42,Thursday,Airport,Medium,12.0,Premium,Rainy,22.0
R041944,2025-05-08 00:09:00,00:09,Thursday,City_Center,Low,21.0,Standard,Clear,13.0
R041945,2025-05-15 09:07:00,09:07,Thursday,University,High,17.0,Standard,Clear,17.0
R041946,2025-07-04 16:31:00,16:31,Friday,Suburb,High,13.0,Standard,Clear,19.0
R041947,2025-06-04 12:13:00,12:13,Wednesday,Residential,Medium,12.0,Standard,Rainy,19.0
R041948,2025-06-27 22:04:00,22:04,Friday,Mall,Low,12.0,Standard,Rainy,15.0
R041949,2025-07-15 23:29:00,23:29,Tuesday,City_Center,Low,16.0,Standard,Stormy,16.0
R041950,2025-05-09 04:28:00,04:28,Friday,City_Center,Low,21.0,Standard,Clear,15.0
R041951,2025-06-08 08:44:00,08:44,Sunday,Airport,High,13.0,Standard,Clear,19.0
R041952,2025-05-21 23:54:00,23:54,Wednesday,Residential,Low,10.0,Shared,Rainy,16.0
R041953,2025-06-29 10:52:00,10:52,Sunday,City_Center,Medium,16.0,Shared,Rainy,17.0
R041954,2025-06-12 10:28:00,10:28,Thursday,Residential,Medium,8.0,Standard,Clear,18.0
R041955,2025-07-02 07:57:00,07:57,Wednesday,Airport,High,15.0,Premium,Clear,21.0
R041956,2025-06-11 04:13:00,04:13,Wednesday,Mall,Low,9.0,Standard,Clear,15.0
R041957,2025-07-22 13:23:00,13:23,Tuesday,Airport,Medium,12.0,Standard,Clear,13.0
R041958,2025-06-03 18:43:00,18:43,Tuesday,City_Center,High,16.0,Shared,Rainy,20.0
R041959,2025-05-17 09:13:00,09:13,Saturday,Airport,High,8.0,Standard,Clear,19.0
R041960,2025-07-04 23:32:00,23:32,Friday,City_Center,Low,22.0,Standard,Clear,12.0
R041961,2025-05-25 23:07:00,23:07,Sunday,University,Low,11.0,Shared,Clear,10.0
R041962,2025-06-27 17:46:00,17:46,Friday,Industrial,High,13.0,Standard,Clear,20.0
R041963,2025-05-10 14:56:00,14:56,Saturday,City_Center,Medium,14.0,Premium,Clear,20.0
R041964,2025-07-17 17:40:00,17:40,Thursday,University,High,18.0,Standard,Rainy,15.0
R041965,2025-05-06 22:39:00,22:39,Tuesday,Suburb,Low,13.0,Shared,Rainy,11.0
R041966,2025-06-19 12:26:00,12:26,Thursday,Mall,Medium,12.0,Premium,Clear,16.0
R041967,2025-05-20 06:27:00,06:27,Tuesday,City_Center,Medium,21.0,Premium,Clear,13.0
R041968,2025-06-15 16:00:00,16:00,Sunday,Suburb,High,10.0,Standard,Clear,21.0
R041969,2025-07-15 08:59:00,08:59,Tuesday,Residential,High,12.0,Standard,Clear,20.0
R041970,2025-05-11 03:13:00,03:13,Sunday,Airport,Low,13.0,Shared,Clear,16.0
R041971,2025-07-18 21:55:00,21:55,Friday,Suburb,Medium,13.0,Standard,Rainy,21.0
R041972,2025-05-28 10:59:00,10:59,Wednesday,Residential,Medium,21.0,Standard,Clear,11.0
R041973,2025-05-02 14:08:00,14:08,Friday,University,Medium,18.0,Premium,Clear,14.0
R041974,2025-07-03 21:38:00,21:38,Thursday,University,Medium,9.0,Shared,Clear,14.0
R041975,2025-05-14 09:04:00,09:04,Wednesday,City_Center,High,14.0,Standard,Clear,18.0
R041976,2025-07-08 07:07:00,07:07,Tuesday,City_Center,High,20.0,Standard,Clear,16.0
R041977,2025-07-13 23:53:00,23:53,Sunday,City_Center,Low,20.0,Standard,Clear,7.0
R041978,2025-07-17 04:18:00,04:18,Thursday,University,Low,7.0,Premium,Clear,15.0
R041979,2025-07-21 23:06:00,23:06,Monday,Industrial,Low,7.0,Standard,Clear,11.0
R041980,2025-07-20 21:36:00,21:36,Sunday,City_Center,Medium,25.0,Standard,Clear,8.0
R041981,2025-05-28 00:47:00,00:47,Wednesday,City_Center,Low,19.0,Standard,Clear,12.0
R041982,2025-06-07 12:25:00,12:25,Saturday,City_Center,Medium,13.0,Standard,Clear,13.0
R041983,2025-06-02 04:46:00,04:46,Monday,Airport,Low,11.0,Standard,Clear,17.0
R041984,2025-06-23 06:56:00,06:56,Monday,City_Center,Medium,26.0,Premium,Stormy,16.0
R041985,2025-06-29 19:58:00,19:58,Sunday,Suburb,High,8.0,Standard,Clear,22.0
R041986,2025-05-04 09:06:00,09:06,Sunday,Airport,High,17.0,Standard,Clear,15.0
R041987,2025-06-23 23:10:00,23:10,Monday,City_Center,Low,17.0,Standard,Rainy,12.0
R041988,2025-07-26 23:35:00,23:35,Saturday,City_Center,Low,27.0,Shared,Clear,7.0
R041989,2025-05-21 23:54:00,23:54,Wednesday,University,Low,12.0,Standard,Clear,16.0
R041990,2025-05-25 07:29:00,07:29,Sunday,Suburb,High,12.0,Standard,Clear,18.0
R041991,2025-06-20 23:42:00,23:42,Friday,Industrial,Low,6.0,Standard,Stormy,23.0
R041992,2025-05-15 07:23:00,07:23,Thursday,Residential,High,15.0,Premium,Rainy,20.0
R041993,2025-07-17 18:09:00,18:09,Thursday,Suburb,High,7.0,Standard,Clear,26.0
R041994,2025-05-13 16:22:00,16:22,Tuesday,Industrial,High,5.0,Premium,Clear,23.0
R041995,2025-06-30 00:40:00,00:40,Monday,Suburb,Low,1.0,Premium,Clear,19.0
R041996,2025-05-21 23:40:00,23:40,Wednesday,Residential,Low,9.0,Standard,Clear,11.0
R041997,2025-06-13 02:55:00,02:55,Friday,Airport,Low,13.0,Standard,Clear,14.0
R041998,2025-06-30 06:35:00,06:35,Monday,Suburb,Medium,9.0,Standard,Clear,15.0
R041999,2025-05-24 09:23:00,09:23,Saturday,City_Center,High,21.0,Shared,Clear,15.0
R042000,2025-07-28 14:24:00,14:24,Monday,City_Center,Medium,17.0,Standard,Stormy,22.0
R042001,2025-06-04 19:48:00,19:48,Wednesday,City_Center,High,28.0,Standard,Clear,16.0
R042002,2025-05-23 10:46:00,10:46,Friday,Mall,Medium,12.0,Standard,Rainy,18.0
R042003,2025-07-07 10:00:00,10:00,Monday,City_Center,Medium,23.0,Standard,Clear,9.0
R042004,2025-06-24 15:20:00,15:20,Tuesday,University,Medium,10.0,Standard,Clear,14.0
R042005,2025-05-21 05:04:00,05:04,Wednesday,City_Center,Low,11.0,Standard,Clear,11.0
R042006,2025-05-24 11:01:00,11:01,Saturday,Industrial,Medium,7.0,Shared,Clear,21.0
R042007,2025-07-29 06:59:00,06:59,Tuesday,Mall,Medium,11.0,Standard,Clear,16.0
R042008,2025-06-30 16:29:00,16:29,Monday,Industrial,High,6.0,Standard,Clear,22.0
R042009,2025-07-28 00:08:00,00:08,Monday,City_Center,Low,11.0,Standard,Clear,14.0
R042010,2025-05-08 07:36:00,07:36,Thursday,Mall,High,8.0,Standard,Clear,16.0
R042011,2025-07-09 06:35:00,06:35,Wednesday,Suburb,Medium,11.0,Premium,Clear,19.0
